1,192806.0992
2,69708.3728
3,118507.2152
4,41917.8408
5,205062.4488
6,93216.5256
7,166408.9152
8,182242.8608
9,393546.7624
10,29368.284
11,200575.2936
12,128534.5512
13,37061.7456
14,107735.32
15,220839.916
16,299571.0608
17,298591.9288
18,37470.0832
19,67091.2616
20,99732.6
21,40469.0264
22,141884.9168
23,34419.5368
24,243001.704
25,40270.6304
26,214011.38
27,89873.8368
28,602116.24
29,396743.6088
30,75750.9104
31,35413.5672
32,164899.6712
33,25206.104
34,173386.004
35,47168.3168
36,159299.2544
37,50461.5584
38,109010.2112
39,470302.2016
40,62153.5904
41,156005.476
42,34784.4112
43,18342.6936
44,155017.9488
45,125869.8936
46,155429.9912
47,197732.1896
48,97171.844
49,182976.3056
50,291925.9288
51,78366.4992
52,62481.0384
53,78884.0096
54,104413.7072
55,104718.1784
56,45034.836
57,27741.3224
58,79521.596
59,87679.2048
60,25242.3776
61,51803.9808
62,205541.7936
63,37237.64
64,269324.0968
65,23568.6792
66,39245.0344
67,33117.04
68,114784.12
69,247225.7128
70,493679.1112
71,364109.812
72,329806.4704
73,330224.1448
74,10425.8
75,205308.5056
76,57087.4392
77,19063.6512
78,674473.4744
79,140272.2552
80,292015.548
81,190322.9152
82,214888.784
83,121758.12
84,225158.7888
85,336465.0696
86,87445.468
87,67237.7288
88,52838.4032
89,411108.7464
90,119365.1888
91,18067.7992
92,64520.7464
93,276559.2104
94,103865.52
95,314644.9328
96,681818.632
97,35285.932
98,126481.8896
99,25077.1664
100,36083.2736
101,90248.9984
102,277071.5904
103,79679.8992
104,15616.8232
105,71729.0024
106,78951.6024
107,65495.6016
108,67004.3088
109,192841.7128
110,29453.0368
111,611277.304
112,103787.024
113,20331.2208
114,28922.4408
115,15093.5752
116,685752.804
117,119395.1968
118,38467.308
119,159802.4472
120,140173.3872
121,344304.3912
122,74160.2752
123,61074.9656
124,42642.4328
125,120088.6016
126,12361.3776
127,408280.4616
128,52999.0384
129,198263.2168
130,485086.14
131,41512.7768
132,50489.252
133,75057.9192
134,14502.6464
135,39427.6168
136,20174.9152
137,220574.6752
138,179303.0008
139,105176.0864
140,23121.384
141,110296.824
142,510260.9952
143,14445.9568
144,21654.7584
145,61264.6672
146,44395.4192
147,502621.7064
148,122369.1392
149,202691.1304
150,354641.7336
151,171144.5032
152,19704.1504
153,63712.6688
154,148736.2976
155,316304.4544
156,130076.232
157,55431.0416
158,411954.312
159,195346.404
160,169558.8312
161,49346.9856
162,125553.1024
163,29987.9888
164,473303.6968
165,68216.6056
166,78247.2944
167,104592.2152
168,269686.3488
169,173946.036
170,43471.6128
171,447872.3128
172,119317.5544
173,343989.3072
174,82114.8152
175,27979.5824
176,231684.0768
177,266028.0216
178,62757.1208
179,138756.0504
180,73673.292
181,360171.3896
182,192615.412
183,693583.0968
184,23112.7072
185,29807.008
186,309408.3168
187,224317.5352
188,14834.82
189,144783.7424
190,268842.3408
191,288583.4776
192,306333.2536
193,78883.9392
194,69626.2424
195,12081.5816
196,141828.9576
197,195398.2976
198,165944.3192
199,96572.4056
200,483680.6656
201,138251.6256
202,104359.9216
203,50199.9696
204,30604.2088
205,21130.7096
206,25830.244
207,46463.1376
208,400409.944
209,39391.1232
210,148366.6976
211,38009.708
212,349370.472
213,70790.4912
214,100656.5384
215,19905.2568
216,55037.1008
217,145967.0344
218,195442.5616
219,10310.4496
220,194265.5968
221,113221.416
222,304381.2112
223,48034.8088
224,294743.3104
225,45540.924
226,16020.2944
227,38782.0312
228,225823.9896
229,97866.032
230,287477.2648
231,203337.288
232,39855.6488
233,15141.3416
234,136548.632
235,21204.1192
236,145309.9736
237,160950.1256
238,144289.2264
239,443657.6848
240,170728.448
241,115954.696
242,48968.7088
243,139320.0336
244,108611.0608
245,203352.5736
246,186493.4896
247,65748.8304
248,133796.8192
249,69872.2024
250,310045.7712
251,264808.3768
252,82012.6824
253,124922.82
254,21369.1104
255,41077.828
256,190576.9096
257,77890.7448
258,268783.3368
259,88559.7152
260,185221.7576
261,18012.5616
262,181950.0056
263,18977.9128
264,511245.284
265,67316.2688
266,33621.4648
267,7708.8704
268,89929.8048
269,52508.5704
270,127779.8808
271,354635.8464
272,63019.264
273,45211.8832
274,23024.1264
275,101039.972
276,39647.9952
277,329714.9328
278,23055.384
279,262046.2504
280,546881.4736
281,255232.6656
282,152584.1944
283,46484.3632
284,49069.0112
285,31539.7808
286,192438.312
287,225689.3144
288,389307.8992
289,74174.056
290,18482.1032
291,67184.9288
292,340315.9232
293,108604.0824
294,18243.7024
295,58830.4816
296,78969.0528
297,82624.0272
298,114141.5968
299,101801.7176
300,38800.7488
301,134757.1192
302,255561.8736
303,81649.3832
304,131678.5008
305,549535.6064
306,62299.468
307,71311.7592
308,72030.9216
309,30011.1064
310,65555.4504
311,135003.22
312,272751.9784
313,52967.0504
314,155808.5584
315,40676.9088
316,43602.8824
317,219596.6168
318,59774.9064
319,17134.9728
320,31831.2544
321,127939.6888
